user_id,Gender,AGE,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Feature 11,Feature 12,Feature 13,Feature 14,Feature 15,Feature 16,Feature 17,Feature 18,Feature 19,Feature 20,Feature 21,Feature 22,Feature 23,Feature 24,Feature 25,Feature 26,Feature 27,Feature 28,Feature 29,Feature 30,Feature 31,Feature 32,Feature 33,Feature 34,Feature 35
3702,Female,From 35 to 44 ,119,120,1,1,,,,,,,345600,345600,,,,,,,,,,377300,19,,,1,1,10,0,2,NO,,3,1,61400
3703,Female,From 25 to 34 ,160,161,1,1,,,,,,,371600,371600,,,,,,,,,,341600,7,,,1,1,14,0,0,NO,275600,3,1,275600
3704,Female,From 45 to 54 ,56,57,1,1,,,1,1,1,1,485070,485070,,,485070,485070,485070,485070,,485070,485070,323300,12,12,12,0,0,11,0,6,NO,1333333.333,6,19,848601.4737
3705,Nam,From 18 to 24 ,12,13,1,1,1,1,1,1,1,1,318410,318410,318410,318410,318410,318410,318410,318410,318410,318410,318410,128250,4,13,13,1,1,5,1,0,NO,201500,3,2,201500
3706,Female,From 18 to 24 ,31,32,1,1,,,1,1,1,1,206939,206939,,,206939,206939,206939,206939,,206939,206939,144380,2,2,2,0,0,19,0,3,NO,500000,6,58,136536
3707,Female,From 25 to 34 ,338,339,5,1,,,,,,,2220740,218860,,,,,,,,,,394657,5,,,1,1,12,2,0,NO,,4,1,315000
3708,No infor,From 18 to 24 ,65,66,1,1,,,,,1,1,811300,811300,,,,,811300,811300,,,811300,303700,23,,,0,0,15,0,0,NO,221700,6,5,282680
3709,Female,From 35 to 44 ,130,131,1,1,,,,,,,440000,440000,,,,,,,,,,335700,11,,,0,0,16,0,0,NO,,3,,
3710,Nam,From 25 to 34 ,87,88,1,1,,,,,1,1,318000,318000,,,,,318000,318000,,,318000,340000,4,,,1,1,21,0,0,NO,270000,4,4,210150
3711,Nam,Trên 55 ,0,1,4,1,1,1,1,1,1,1,1070800,117900,117900,117900,117900,117900,117900,117900,117900,117900,117900,370300,7,1,1,3,1,11,0,0,YES,,3,9,211111.1111
3712,Female,From 25 to 34 ,154,155,1,1,,,,,,,350100,350100,,,,,,,,,,300800,24,,,1,1,15,0,1,NO,,1,,
3713,Female,From 25 to 34 ,42,43,101,1,1,,3,1,4,1,23582079,397500,440000,,1847120,397500,3896290,397500,,397500,397500,305100,16,10,20.33333333,3,0,9,1,1,YES,264166.6667,8,22,180998.7273
3714,Female,From 35 to 44 ,5,6,1,1,1,1,1,1,1,1,504100,504100,504100,504100,504100,504100,504100,504100,504100,504100,504100,304000,6,32,32,1,1,18,1,0,NO,350550,4,2,350550
3715,Female,From 25 to 34 ,44,45,1,1,,,1,1,1,1,304000,304000,,,304000,304000,304000,304000,,304000,304000,309100,5,40,40,0,0,14,0,0,NO,252354,4,3,208418
3716,Female,Trên 55 ,330,331,1,1,,,,,,,233280,233280,,,,,,,,,,303700,4,,,0,0,9,0,0,NO,200000,4,10,442104.9
3717,Female,From 45 to 54 ,42,43,2,1,,,1,1,1,1,382200,309000,,,309000,309000,309000,309000,,309000,309000,405600,11,3,3,1,1,19,4,0,NO,180000,6,17,311000
3718,Female,From 35 to 44 ,58,59,17,1,,,1,1,2,1,2702713,302850,,,302850,302850,500450,302850,,302850,302850,167700,9,22,22,0,0,21,0,0,NO,,6,,
3719,No infor,From 25 to 34 ,49,50,2,1,,,1,1,2,1,625178,323220,,,323220,323220,625178,323220,,323220,323220,375100,10,6.5,6.5,0,0,17,0,0,NO,105000,5,13,105857.5385
3720,Female,From 25 to 34 ,265,266,1,1,,,,,,,250530,250530,,,,,,,,,,321900,14,,,0,0,9,0,0,NO,433333.3333,7,13,244922.0769
3721,Female,From 25 to 34 ,1,2,1,1,1,1,1,1,1,1,793300,793300,793300,793300,793300,793300,793300,793300,793300,793300,793300,345000,15,31.75,31.75,0,0,8,0,0,NO,866666.6667,4,3,866666.6667
3722,Female,From 25 to 34 ,25,26,1,1,1,1,1,1,1,1,536300,536300,536300,536300,536300,536300,536300,536300,536300,536300,536300,300500,32,24,24,1,1,13,1,0,NO,,3,,
3723,Female,From 35 to 44 ,10,11,1,1,1,1,1,1,1,1,524900,524900,524900,524900,524900,524900,524900,524900,524900,524900,524900,342850,12,39.33333333,39.33333333,2,2,17,1,1,NO,700000,6,31,204686.7742
3724,Nam,From 35 to 44 ,96,97,1,1,,,,,,,257800,257800,,,,,,,,,,377550,14,,,1,1,18,0,0,NO,200000,2,1,200000
3725,Female,From 25 to 34 ,90,91,4,1,,,1,,2,,2569319,333550,,,781554,,1301040,,,,,313376,6,,39,0,0,17,10,10,NO,650000,12,74,174594.0541
3726,Female,From 35 to 44 ,334,335,15,1,,,1,,3,,7042233,315400,,,439605,,930973,,,,,325000,4,,12,4,1,16,2,0,NO,240000,7,21,148335.7143
3727,Female,From 45 to 54 ,219,220,36,1,2,,5,,10,,10379127,368100,739200,,1558952,,2524050,,,,,362700,16,,9.571428571,7,1,12,12,0,NO,,4,5,340000
3728,Female,From 35 to 44 ,172,173,4,1,,,,,,,1893144,309700,,,,,,,,,,399500,17,,,1,1,6,1,1,NO,400000,4,6,514917.6667
3729,No infor,From 35 to 44 ,341,342,2,1,,,,,,,995170,469420,,,,,,,,,,323655,12,,,1,1,11,0,5,NO,256000,7,31,228049.0968
3730,No infor,From 18 to 24 ,14,15,1,1,1,1,1,1,1,1,160900,160900,160900,160900,160900,160900,160900,160900,160900,160900,160900,116100,2,3,3,0,0,9,0,0,NO,,3,,
3731,Female,From 35 to 44 ,40,41,13,1,2,,4,1,6,1,9011777,339000,2298745,,4114645,339000,5608151,339000,,339000,339000,289000,8,10,26.75,1,1,19,2,0,NO,193000,9,10,262820
3732,No infor,From 25 to 34 ,2,3,1,1,1,1,1,1,1,1,125770,125770,125770,125770,125770,125770,125770,125770,125770,125770,125770,144970,3,3,3,1,1,8,9,0,NO,,8,50,79150.3
3733,Female,From 45 to 54 ,36,37,8,1,1,,3,1,4,1,2781469,537320,357000,,1116261,537320,1707191,537320,,537320,537320,313400,7,22,19.75,1,0,10,1,1,NO,,5,,
3734,Nam,From 25 to 34 ,220,221,1,1,,,,,,,95200,95200,,,,,,,,,,103000,14,,,0,0,12,0,0,NO,100000,6,18,84059.44444
3735,Female,From 35 to 44 ,170,171,67,1,2,,8,,15,,24561742,309000,1267719,,4388049,,6883782,,,,,327000,3,,9.375,10,0,15,6,0,NO,,5,,
3736,Female,From 18 to 24 ,53,54,1,1,,,1,1,1,1,139100,139100,,,139100,139100,139100,139100,,139100,139100,114800,11,7,7,0,0,10,0,0,NO,622500,8,20,281455
3737,No infor,From 25 to 34 ,7,8,1,1,1,1,1,1,1,1,642500,642500,642500,642500,642500,642500,642500,642500,642500,642500,642500,342000,5,40,40,0,0,16,0,0,NO,,3,,
3738,Female,From 45 to 54 ,309,310,40,1,2,,4,,14,,7920602,216400,527407,,844921,,3690509,,,,,279200,8,,4,1,0,9,0,2,NO,,7,,
3739,Female,From 25 to 34 ,77,78,1,1,,,,,1,1,376100,376100,,,,,376100,376100,,,376100,299900,8,5,5,0,0,12,2,0,NO,387333.3333,3,4,378000
3740,Female,From 25 to 34 ,63,64,3,1,,,,,1,1,823581,309600,,,,,309600,309600,,,309600,319600,19,,,2,0,20,0,0,NO,,7,39,261694.7179
3741,Nam,From 25 to 34 ,329,330,5,1,,,,,,,6930350,195900,,,,,,,,,,308600,16,,,0,0,23,0,0,YES,5169421,5,2,4869827
3742,Female,From 25 to 34 ,170,171,42,1,4,,5,,5,,10886139,310000,1665392,,2280492,,2280492,,,,,317400,28,14.2,21.41666667,9,0,20,6,1,NO,379750,7,5,427000
3743,Female,From 45 to 54 ,42,43,1,1,,,1,1,1,1,285550,285550,,,285550,285550,285550,285550,,285550,285550,320500,16,8.5,8.5,1,1,18,0,0,NO,,4,2,350000
3744,Female,From 45 to 54 ,42,43,1,1,,,1,1,1,1,220828,220828,,,220828,220828,220828,220828,,220828,220828,502700,9,4.5,4.5,1,1,15,1,0,NO,300000,5,2,400000
3745,No infor,No infor,55,56,8,1,,,1,1,1,1,3247060,586260,,,586260,586260,586260,586260,,586260,586260,359600,15,7,7,2,0,20,0,0,NO,,5,,
3746,Female,From 25 to 34 ,15,16,1,1,1,1,1,1,1,1,330206,330206,330206,330206,330206,330206,330206,330206,330206,330206,330206,122600,7,6,6,1,1,10,1,0,NO,,3,,
3747,Female,From 35 to 44 ,60,61,277,1,5,,19,,58,1,22061499,487400,144600,,2717200,,8063400,487400,,,487400,124400,13,,14.08695652,5,0,11,3,0,NO,700000,8,8,228400
3748,Female,From 18 to 24 ,107,108,102,1,7,,14,,22,,10411247,99000,901783,,2149527,,3258994,,,,,317800,11,,5.333333333,0,0,11,3,2,NO,85233.33333,6,72,77652.63889
3749,Female,From 25 to 34 ,39,40,1,1,,,1,1,1,1,305860,305860,,,305860,305860,305860,305860,,305860,305860,323800,15,31,31,0,0,10,0,0,NO,,3,4,142500
3750,Female,From 18 to 24 ,177,178,1,1,,,,,,,121000,121000,,,,,,,,,,122000,1,,,0,0,13,1,0,NO,500000,4,11,166192
3751,Female,From 35 to 44 ,22,23,1,1,1,1,1,1,1,1,843000,843000,843000,843000,843000,843000,843000,843000,843000,843000,843000,122500,8,19.5,19.5,0,0,11,0,0,NO,,3,,
3752,Female,From 45 to 54 ,11,12,7,1,1,1,1,1,2,1,5580313,530900,530900,530900,530900,530900,798466,530900,530900,530900,530900,106000,5,11,11,2,1,19,0,0,YES,1266666.667,5,6,1266666.667
3753,Female,From 25 to 34 ,303,304,7,1,,,1,,2,,1765677,132280,,,146404,,209153,,,,,113600,4,,2,0,0,12,8,4,NO,1064705.882,11,147,332261.1769
3754,Female,From 35 to 44 ,3,4,1,1,1,1,1,1,1,1,320400,320400,320400,320400,320400,320400,320400,320400,320400,320400,320400,430000,15,16.33333333,16.33333333,0,0,17,1,0,NO,,4,,
3755,Female,From 35 to 44 ,39,40,9,1,,,1,1,1,1,3259202,318545,,,318545,318545,318545,318545,,318545,318545,345675,9,8,8,2,1,23,2,0,NO,,6,1,368025
3756,Female,From 25 to 34 ,54,55,1,1,,,1,1,1,1,497000,497000,,,497000,497000,497000,497000,,497000,497000,389300,4,11,11,0,0,8,0,0,NO,,3,,
3757,Female,From 25 to 34 ,74,75,83,1,,,,,1,1,13658740,301300,,,,,301300,301300,,,301300,303200,41,,,10,0,13,6,2,NO,230000,7,11,95319.72727
3758,Nam,From 25 to 34 ,6,7,1,1,1,1,1,1,1,1,538600,538600,538600,538600,538600,538600,538600,538600,538600,538600,538600,121100,4,63,63,1,1,22,1,0,NO,211666.6667,4,4,185500
3759,Female,From 35 to 44 ,2,3,17,1,1,1,2,1,3,1,6334944,306500,306500,306500,603019,306500,927863,306500,306500,306500,306500,378600,21,5,7,3,0,11,2,0,NO,,6,3,300000
3760,Female,From 35 to 44 ,67,68,17,1,4,,4,,5,1,8721340,436400,1727107,,1727107,,2163507,436400,,,436400,400000,10,,7.5,0,0,8,0,1,NO,350000,8,12,179371.1667
3761,Nam,From 45 to 54 ,39,40,26,1,,,5,1,5,1,11154675,300900,,,1373700,300900,1373700,300900,,300900,300900,303100,9,7,9.8,9,1,7,2,3,YES,,8,2,353259
3762,No infor,From 35 to 44 ,32,33,19,1,1,,3,1,3,1,8250360,250495,170880,,611443,250495,611443,250495,,250495,250495,205200,4,11.66666667,7.5,4,1,9,3,5,NO,150000,7,3,206666.6667
3763,Female,From 35 to 44 ,106,107,12,1,1,,1,,1,,5098608,171200,742928,,742928,,742928,,,,,168100,15,,43,3,0,18,2,2,NO,300900,7,2,650450
3764,Female,From 25 to 34 ,157,158,2,1,,,,,,,694000,330400,,,,,,,,,,308860,7,,,0,0,20,2,2,NO,40250,9,23,40209.21739
3765,Female,From 35 to 44 ,40,41,1,1,,,1,1,1,1,424430,424430,,,424430,424430,424430,424430,,424430,424430,277280,9,26,26,1,1,11,5,2,NO,,7,5,251716.4
3766,Nam,From 18 to 24 ,4,5,1,1,1,1,1,1,1,1,537300,537300,537300,537300,537300,537300,537300,537300,537300,537300,537300,300000,30,47,47,1,1,7,1,0,NO,245433.3333,4,9,2304033.333
3767,Female,From 25 to 34 ,9,10,1,1,1,1,1,1,1,1,133400,133400,133400,133400,133400,133400,133400,133400,133400,133400,133400,189700,11,6,6,0,0,16,0,0,NO,,7,15,160055.2667
3768,Female,From 25 to 34 ,117,118,2,1,,,,,,,630355,311900,,,,,,,,,,300600,20,,,0,0,11,0,0,NO,,3,,
3769,No infor,From 18 to 24 ,43,44,1,1,,,1,1,1,1,346600,346600,,,346600,346600,346600,346600,,346600,346600,115200,4,3,3,1,1,15,0,0,NO,71800,4,2,185900
3770,Nam,From 25 to 34 ,2,3,1,1,1,1,1,1,1,1,396620,396620,396620,396620,396620,396620,396620,396620,396620,396620,396620,106700,4,16,16,1,1,18,0,0,YES,191666.6667,6,16,180784.4375
3771,Nam,From 45 to 54 ,338,339,2,1,,,,,,,559410,246360,,,,,,,,,,108290,4,,,1,1,11,0,0,NO,,2,,
3772,Female,From 25 to 34 ,42,43,1,1,,,1,1,1,1,316900,316900,,,316900,316900,316900,316900,,316900,316900,363300,21,12,12,1,1,19,1,3,NO,299500,6,7,246857.1429
3773,Female,From 25 to 34 ,181,182,8,1,,,,,,,1076605,110400,,,,,,,,,,197200,4,1.6,1.6,0,0,12,9,3,NO,1000000,10,93,153026.3333
3774,Female,From 35 to 44 ,35,36,5,1,,,1,1,1,1,2390900,310000,,,310000,310000,310000,310000,,310000,310000,223000,13,7,7,1,1,13,0,0,NO,254000,6,7,161857.1429
3775,Female,From 25 to 34 ,182,183,13,1,,,,,,,8551205,500400,,,,,,,,,,467000,11,,,0,0,13,0,0,NO,200000,4,1,200000
3776,Female,From 35 to 44 ,32,33,1,1,,,1,1,1,1,484900,484900,,,484900,484900,484900,484900,,484900,484900,513900,16,42.83333333,42.83333333,1,1,10,1,0,NO,1000000,8,12,737859.1667
3777,Female,From 18 to 24 ,116,117,45,1,1,,3,,9,,5482172,465000,142200,,411185,,1305321,,,,,128800,2,,4.5,2,0,0,0,1,NO,113600,8,30,64717.56667
3778,Female,From 35 to 44 ,2,3,1,1,1,1,1,1,1,1,324600,324600,324600,324600,324600,324600,324600,324600,324600,324600,324600,110780,4,11,11,1,1,12,0,2,NO,,8,20,361508.05
3779,Female,From 35 to 44 ,164,165,1,1,,,,,,,311400,311400,,,,,,,,,,100300,2,,,1,1,11,0,3,NO,,3,,
3780,No infor,No infor,86,87,2,1,,,,,1,1,1083700,324600,,,,,324600,324600,,,324600,497500,5,,,1,0,15,0,1,NO,,2,,
3781,Female,From 25 to 34 ,39,40,3,1,1,,2,1,2,1,746089,235450,38412,,273862,235450,273862,235450,,235450,235450,322700,5,9,6,1,1,18,1,0,NO,252700,6,2,261563.5
3782,Female,From 35 to 44 ,24,25,1,1,1,1,1,1,1,1,500200,500200,500200,500200,500200,500200,500200,500200,500200,500200,500200,304900,7,15,15,1,1,9,1,0,NO,,1,,
3783,Female,From 35 to 44 ,43,44,13,1,,,2,1,2,1,3375290,278760,,,924360,278760,924360,278760,,278760,278760,304350,20,13.5,23.75,1,1,16,0,0,NO,450000,8,6,214273.3333
3784,Female,From 45 to 54 ,133,134,23,1,,,,,1,,6212806,379400,,,,,353040,,,,,379600,7,9,9,2,0,22,1,0,NO,350000,6,3,333333.3333
3785,Nam,From 25 to 34 ,148,149,73,1,,,1,,5,,6684536,12000,,,234450,,705335,,,,,339500,20,,9,2,0,10,7,0,NO,150000,7,8,54008.875
3786,Female,From 25 to 34 ,326,327,5,1,,,,,,,752294,343000,,,,,,,,,,114000,4,,,3,0,16,1,0,NO,92000,4,4,93446
3787,Female,From 25 to 34 ,5,6,7,1,2,1,2,1,2,1,2270854,713580,889380,713580,889380,713580,889380,713580,713580,713580,713580,322800,6,21,15.5,0,0,16,5,0,YES,,3,,
3788,Female,From 35 to 44 ,70,71,2,1,,,,,1,1,2655700,934600,,,,,934600,934600,,,934600,513800,4,,,0,0,10,0,0,YES,100000,6,6,382780
3789,Nam,From 45 to 54 ,145,146,3,1,,,,,,,4362000,312000,,,,,,,,,,304500,8,,,1,1,16,0,0,NO,,5,8,416528.75
3790,Nam,From 35 to 44 ,10,11,1,1,1,1,1,1,1,1,528365,528365,528365,528365,528365,528365,528365,528365,528365,528365,528365,448080,9,10,10,1,1,16,1,6,NO,,2,,
3791,No infor,From 35 to 44 ,40,41,1,1,,,1,1,1,1,296550,296550,,,296550,296550,296550,296550,,296550,296550,339600,7,7.666666667,7.666666667,0,0,22,0,0,NO,,1,,
3792,Female,From 25 to 34 ,331,332,4,1,,,,,1,,1165828,345400,,,,,133346,,,,,361300,2,,,1,1,19,0,1,NO,,3,,
3793,Female,From 25 to 34 ,21,22,4,1,1,1,1,1,1,1,503350,70450,70450,70450,70450,70450,70450,70450,70450,70450,70450,145800,4,3,3,0,0,10,0,2,NO,,5,35,221057.9714
3794,Female,From 35 to 44 ,7,8,1,1,1,1,1,1,1,1,302300,302300,302300,302300,302300,302300,302300,302300,302300,302300,302300,234800,11,15,15,1,1,12,1,0,NO,,4,,
3795,Female,From 25 to 34 ,181,182,1,1,,,,,,,159560,159560,,,,,,,,,,109400,3,3,3,0,0,18,1,0,NO,1837767.391,5,91,1878375.824
3796,Female,From 25 to 34 ,25,26,1,1,1,1,1,1,1,1,509260,509260,509260,509260,509260,509260,509260,509260,509260,509260,509260,301326,12,16,16,1,1,13,1,0,NO,,2,,
3797,No infor,From 25 to 34 ,40,41,1,1,,,1,1,1,1,164000,164000,,,164000,164000,164000,164000,,164000,164000,102000,17,20,20,0,0,15,0,2,NO,64000,5,3,264666.6667
3798,Female,From 25 to 34 ,17,18,6,1,1,1,1,1,1,1,3471162,781770,781770,781770,781770,781770,781770,781770,781770,781770,781770,337300,23,27,27,1,0,14,0,0,NO,5000000,6,1,5000000
3799,Female,From 35 to 44 ,38,39,2,1,,,1,1,1,1,497980,269880,,,269880,269880,269880,269880,,269880,269880,329780,4,8,8,1,1,13,1,0,NO,,6,,
3800,Female,From 35 to 44 ,60,61,1,1,,,,,1,1,1362600,1362600,,,,,1362600,1362600,,,1362600,1140900,22,,,0,0,0,0,0,YES,533333.3333,5,5,419954.8
3801,No infor,No infor,131,132,1,1,,,,,,,301900,301900,,,,,,,,,,133800,3,,,1,1,12,0,2,NO,100000,2,1,100000
3802,Nam,From 18 to 24 ,44,45,18,1,,,1,1,1,1,3623642,316150,,,316150,316150,316150,316150,,316150,316150,214150,16,9,9,1,0,8,0,0,NO,,4,,
3803,Female,From 25 to 34 ,332,333,5,1,,,,,,,1898703,363900,,,,,,,,,,400940,17,,,2,1,22,0,0,NO,,2,,
3804,Female,From 18 to 24 ,8,9,1,1,1,1,1,1,1,1,267649,267649,267649,267649,267649,267649,267649,267649,267649,267649,267649,155425,6,7.5,7.5,0,0,11,1,0,NO,218500,5,2,218500
3805,No infor,From 25 to 34 ,46,47,8,1,,,1,1,1,1,3252091,384850,,,384850,384850,384850,384850,,384850,384850,340150,6,6.5,6.5,1,1,14,0,0,NO,300000,5,3,233333.3333
3806,No infor,No infor,288,289,2,1,,,,,,,489000,411000,,,,,,,,,,422000,20,,,0,0,21,2,0,NO,,1,,
3807,Female,From 25 to 34 ,58,59,1,1,,,1,1,1,1,174000,174000,,,174000,174000,174000,174000,,174000,174000,106000,3,6,6,0,0,15,0,0,NO,,3,,
3808,Female,From 25 to 34 ,116,117,8,1,,,,,,,5348300,291000,,,,,,,,,,329600,15,,,0,0,22,7,0,NO,102000,4,1,102000
3809,Female,From 25 to 34 ,156,157,20,1,,,,,,,9894930,327600,,,,,,,,,,258700,6,,,8,1,18,17,0,NO,688000,9,8,403749
3810,Female,From 35 to 44 ,3,4,8,1,1,1,1,1,1,1,4716974,599100,599100,599100,599100,599100,599100,599100,599100,599100,599100,349900,11,16,16,2,0,9,0,0,NO,,2,,
3811,Female,From 25 to 34 ,1,2,3,1,1,1,1,1,1,1,765869,378300,378300,378300,378300,378300,378300,378300,378300,378300,378300,435000,2,4,4,0,0,19,0,0,NO,,2,,
3812,Female,From 18 to 24 ,63,64,1,1,,,,,1,1,114550,114550,,,,,114550,114550,,,114550,162000,6,,,0,0,17,0,0,NO,150000,4,6,157521.5
3813,Female,From 25 to 34 ,5,6,1,1,1,1,1,1,1,1,301400,301400,301400,301400,301400,301400,301400,301400,301400,301400,301400,154800,2,11,11,1,1,17,0,0,NO,418454,3,4,418454
3814,Female,From 18 to 24 ,3,4,1,1,1,1,1,1,1,1,502970,502970,502970,502970,502970,502970,502970,502970,502970,502970,502970,317200,12,16,16,0,0,13,0,0,NO,245545.4545,5,11,245545.4545
3815,No infor,From 18 to 24 ,110,111,1,1,,,,,,,201000,201000,,,,,,,,,,300400,4,,,1,1,13,0,2,NO,235500,3,4,122750
3816,Female,From 35 to 44 ,161,162,3,1,,,,,,,612800,306600,,,,,,,,,,108600,9,,,1,1,12,0,1,NO,,6,3,106400
3817,Female,From 35 to 44 ,129,130,11,1,,,,,,,2946532,305500,,,,,,,,,,321000,11,,,8,1,21,0,0,NO,350000,4,12,498757.3333
3818,Female,From 25 to 34 ,12,13,1,1,1,1,1,1,1,1,543435,543435,543435,543435,543435,543435,543435,543435,543435,543435,543435,362200,33,42,42,0,0,17,0,0,NO,,2,,
3819,Female,From 45 to 54 ,4,5,8,1,1,1,1,1,1,1,5280880,511800,511800,511800,511800,511800,511800,511800,511800,511800,511800,107800,3,26,26,3,1,11,7,3,NO,,5,7,193714.2857
3820,Female,From 25 to 34 ,31,32,1,1,,,1,1,1,1,259050,259050,,,259050,259050,259050,259050,,259050,259050,336490,11,10,10,1,1,15,1,2,NO,,6,12,233125.9167
3821,Female,From 25 to 34 ,129,130,33,1,2,,3,,13,,14101066,233500,610848,,905689,,7133523,,,,,327000,2,,8.666666667,4,1,9,2,0,YES,4333333.333,9,47,822993.4681
3822,Female,From 25 to 34 ,41,42,2,1,,,1,1,1,1,937137,266800,,,266800,266800,266800,266800,,266800,266800,352900,11,11,11,0,0,12,0,2,YES,,4,1,12455
3823,Female,From 45 to 54 ,325,326,3,1,,,,,,,626229,85800,,,,,,,,,,105800,5,,,1,1,6,0,0,NO,,3,,
3824,Female,From 25 to 34 ,126,127,1,1,,,,,,,310000,310000,,,,,,,,,,288700,7,,,1,1,9,0,0,NO,260000,4,2,147000
3825,Female,From 25 to 34 ,39,40,2,1,,,1,1,1,1,284095,227395,,,227395,227395,227395,227395,,227395,227395,173600,12,20,20,0,0,18,1,0,NO,,7,12,323908.8333
3826,Nam,From 25 to 34 ,149,150,1,1,,,,,,,307050,307050,,,,,,,,,,220300,4,,,1,1,16,0,0,NO,,2,,
3827,No infor,From 18 to 24 ,62,63,16,1,,,,,4,1,6215588,236300,,,,,1265500,236300,,,236300,353700,16,,,0,0,10,0,0,NO,,8,6,280166.6667
3828,Female,From 25 to 34 ,42,43,1,1,,,1,1,1,1,256670,256670,,,256670,256670,256670,256670,,256670,256670,304000,16,9,9,1,1,21,1,0,NO,217000,6,2,258500
3829,Female,From 25 to 34 ,158,159,12,1,,,1,,2,,891800,142400,,,41000,,81000,,,,,302210,8,,1,1,0,21,9,4,NO,,6,3,68133.33333
3830,Nam,From 45 to 54 ,5,6,1,1,1,1,1,1,1,1,107320,107320,107320,107320,107320,107320,107320,107320,107320,107320,107320,129580,7,5,5,0,0,12,0,0,NO,150000,4,2,150000
3831,Female,From 25 to 34 ,168,169,2,1,,,,,,,921500,263100,,,,,,,,,,373900,12,,,2,1,11,0,1,NO,400000,3,2,400000
3832,No infor,No infor,55,56,2,1,,,1,1,1,1,676400,324000,,,324000,324000,324000,324000,,324000,324000,304000,32,60,60,0,0,7,4,0,NO,,3,,
3833,Female,From 35 to 44 ,12,13,2,1,1,1,1,1,2,1,735996,286130,286130,286130,286130,286130,735996,286130,286130,286130,286130,332900,6,11,11,0,0,9,0,0,NO,1000000,8,21,950474.1429
3834,Nam,From 18 to 24 ,146,147,10,1,1,,3,,3,,1187800,12000,164000,,249400,,249400,,,,,303200,11,,1.333333333,1,0,12,0,1,NO,150000,4,2,150000
3835,Female,From 45 to 54 ,13,14,30,1,2,1,3,1,7,1,20679426,362260,1242577,362260,2517527,362260,5010895,362260,362260,362260,362260,182000,7,14,15.5,2,1,15,3,0,NO,600625,10,28,737952.8214
3836,Female,From 45 to 54 ,335,336,1,1,,,,,,,385200,385200,,,,,,,,,,302760,8,,,0,0,10,0,0,NO,,3,3,10000
3837,Female,From 35 to 44 ,84,85,9,1,,,,,1,1,4696653,331300,,,,,331300,331300,,,331300,305950,8,29,29,3,0,11,0,0,NO,,5,6,283333.3333
3838,Female,From 25 to 34 ,132,133,9,1,1,,1,,4,,1288764,208900,206361,,206361,,557961,,,,,314800,16,,16,1,1,10,0,0,NO,250000,6,4,225000
3839,Nam,From 35 to 44 ,31,32,6,1,,,1,1,3,1,1456130,508000,,,508000,508000,725709,508000,,508000,508000,119500,5,8,8,1,1,19,1,0,NO,72300,4,2,166250
3840,Female,From 18 to 24 ,40,41,1,1,,,1,1,1,1,350100,350100,,,350100,350100,350100,350100,,350100,350100,120000,20,25,25,1,1,18,0,0,NO,100000,3,3,133333.3333
3841,Female,From 35 to 44 ,0,1,15,1,1,1,1,1,1,1,4239653,311500,311500,311500,311500,311500,311500,311500,311500,311500,311500,314000,16,8,8,4,1,14,0,1,NO,,4,,
3842,Female,From 18 to 24 ,163,164,8,1,,,,,,,2069190,301530,,,,,,,,,,405600,4,,,0,0,9,2,0,NO,346000,6,6,115850
3843,Female,From 35 to 44 ,67,68,1,1,,,,,1,1,288500,288500,,,,,288500,288500,,,288500,330800,14,,,1,1,13,0,0,NO,,8,14,372488.2857
3844,Nam,From 25 to 34 ,37,38,10,1,,,1,1,1,1,3853905,106800,,,106800,106800,106800,106800,,106800,106800,120100,12,12,12,3,1,13,1,0,NO,,8,8,257956.875
3845,Female,From 18 to 24 ,88,89,17,1,,,,,1,1,3317167,279500,,,,,279500,279500,,,279500,83600,4,,,4,0,9,5,0,NO,,7,11,93936.36364
3846,Female,From 45 to 54 ,81,82,2,1,,,,,1,1,530120,445820,,,,,445820,445820,,,445820,336105,9,,,0,0,10,0,0,NO,,5,3,338010
3847,Female,From 45 to 54 ,90,91,1,1,,,,,,,210000,210000,,,,,,,,,,113600,4,,,1,1,16,0,0,NO,,5,3,74928
3848,No infor,From 25 to 34 ,84,85,1,1,,,,,1,1,297000,297000,,,,,297000,297000,,,297000,332000,3,,,0,0,15,0,0,NO,248000,4,2,284000
3849,Female,From 25 to 34 ,122,123,1,1,,,,,,,436300,436300,,,,,,,,,,342500,13,,,1,1,16,0,2,NO,253000,7,3,253000
3850,Female,From 35 to 44 ,140,141,27,1,,,,,1,,6797615,275600,,,,,495600,,,,,330700,7,,,5,1,20,1,0,NO,360000,8,16,313731.9375
3851,Female,From 45 to 54 ,97,98,4,1,,,,,,,1181633,248600,,,,,,,,,,368200,33,,,0,0,23,0,1,YES,,5,3,215333.3333
3852,Female,From 35 to 44 ,42,43,1,1,,,1,1,1,1,332100,332100,,,332100,332100,332100,332100,,332100,332100,353800,22,16,16,1,1,11,4,0,NO,,2,,
3853,Female,From 25 to 34 ,333,334,17,1,,,,,,,2887903,102470,,,,,,,,,,104100,3,,,2,2,11,1,0,NO,,6,15,89661
3854,Nam,From 45 to 54 ,33,34,1,1,,,1,1,1,1,341265,341265,,,341265,341265,341265,341265,,341265,341265,355400,12,10,10,0,0,10,0,0,NO,200000,3,3,300000
3855,Female,From 25 to 34 ,169,170,8,1,,,,,,,2320399,297500,,,,,,,,,,281850,13,,,1,0,19,2,0,NO,,4,3,269866.6667
