user_id,Gender,AGE,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Feature 11,Feature 12,Feature 13,Feature 14,Feature 15,Feature 16,Feature 17,Feature 18,Feature 19,Feature 20,Feature 21,Feature 22,Feature 23,Feature 24,Feature 25,Feature 26,Feature 27,Feature 28,Feature 29,Feature 30,Feature 31,Feature 32,Feature 33,Feature 34,Feature 35
1468,No infor,From 25 to 34 ,,,1,0,,,,,,,127644,,,,,,,,,,,329400,33,,,1,0,,0,1,NO,185000,4,6,396423.3333
1469,Female,From 25 to 34 ,,,15,0,1,,1,,1,,2808000,,706500,,706500,,706500,,,,,118800,3,1,1,1,0,,2,3,NO,64800,7,10,51610.6
1470,No infor,From 18 to 24 ,,,3,0,,,,,,,1227900,,,,,,,,,,,327100,8,,,0,0,,0,0,NO,250000,5,10,124837.8
1471,Female,From 25 to 34 ,,,6,0,,,,,,,2097833,,,,,,,,,,,464880,19,,,0,0,,0,0,NO,,2,,
1472,Female,From 18 to 24 ,,,1,0,,,,,1,,132800,,,,,,132800,,,,,108100,9,,,1,0,,8,0,NO,24496,5,2,47248
1473,Female,From 45 to 54 ,,,40,0,,,1,,3,,15266701,,,,766591,,1646023,,,,,119650,9,12,20.5,4,0,,14,0,NO,500000,8,12,282604
1474,Nam,From 18 to 24 ,,,2,0,,,,,1,,945500,,,,,,222600,,,,,307900,4,,,1,0,,0,1,NO,230000,5,6,101166.6667
1475,Female,From 45 to 54 ,,,1,0,,,,,,,771118,,,,,,,,,,,382000,16,,,0,0,,0,0,NO,400000,7,1,400000
1476,Female,From 35 to 44 ,,,18,0,,,2,,3,,83789300,,,,7396900,,11001900,,,,,4340000,56,,54,0,0,,0,0,NO,4340000,4,1,4340000
1477,Nam,From 25 to 34 ,,,4,0,,,2,,4,,504655,,,,188307,,504655,,,,,116500,4,,3,1,0,,0,0,NO,250000,5,12,204200.0833
1478,Nam,From 18 to 24 ,,,1,0,,,,,,,225700,,,,,,,,,,,117100,2,,,0,0,,0,0,NO,100000,6,3,53600
1479,Female,Trên 55 ,,,6,0,,,,,2,,2765754,,,,,,616422,,,,,269086,7,,2,0,0,,1,0,YES,700000,7,41,496763.4634
1480,Female,From 45 to 54 ,,,2,0,,,,,,,890090,,,,,,,,,,,106800,3,,,0,0,,0,1,NO,,1,,
1481,Female,From 25 to 34 ,,,3,0,,,,,,,1477500,,,,,,,,,,,390500,9,,,1,0,,0,0,NO,300000,5,7,176468
1482,Female,From 25 to 34 ,,,17,0,,,1,,1,,4002833,,,,208964,,208964,,,,,354660,18,,6,2,0,,0,1,NO,200000,5,3,143748.6667
1483,No infor,From 25 to 34 ,,,1,0,,,,,,,428950,,,,,,,,,,,180401,5,,,0,0,,0,0,NO,,3,,
1484,Nam,From 25 to 34 ,,,1,0,,,,,,,100100,,,,,,,,,,,119300,4,,,0,0,,0,0,NO,250000,6,14,255251.2857
1485,Female,From 35 to 44 ,,,1,0,,,,,,,40500,,,,,,,,,,,211100,8,,,0,0,,1,0,NO,,2,,
1486,No infor,No infor,,,6,0,,,,,,,1694440,,,,,,,,,,,305200,19,,,0,0,,0,0,NO,246200,4,1,246200
1487,Nam,From 45 to 54 ,,,11,0,,,,,,,2593754,,,,,,,,,,,363900,11,,,1,0,,0,0,YES,310000,5,1,310000
1488,Nam,From 35 to 44 ,,,3,0,,,,,,,603500,,,,,,,,,,,105400,2,,,3,0,,0,0,NO,43000,2,1,43000
1489,Female,From 25 to 34 ,,,16,0,,,2,,5,,5485635,,,,446000,,1676822,,,,,356100,6,,5,5,0,,0,2,NO,,7,1,200000
1490,Female,From 25 to 34 ,,,4,0,,,,,,,1590000,,,,,,,,,,,303100,3,,,0,0,,2,0,NO,,3,,
1491,Female,From 35 to 44 ,,,1,0,,,,,,,302000,,,,,,,,,,,340000,4,,,1,0,,0,1,NO,200000,6,3,160279.6667
1492,Nam,From 35 to 44 ,,,4,0,,,,,,,1135450,,,,,,,,,,,207900,13,,,0,0,,3,2,YES,2250000,7,59,363137.0339
1493,Female,From 25 to 34 ,,,5,0,,,,,,,1317800,,,,,,,,,,,248500,14,,,0,0,,6,0,NO,300000,5,1,300000
1494,Female,From 45 to 54 ,,,6,0,,,,,,,1380225,,,,,,,,,,,103800,2,,,2,0,,8,0,YES,,5,7,223871.4286
1495,Female,From 25 to 34 ,,,30,0,,,6,,9,,4010573,,,,989217,,1153087,,,,,353400,22,,6,1,0,,4,1,NO,,6,7,129242.5714
1496,Female,From 35 to 44 ,,,4,0,,,,,1,,1846292,,,,,,549379,,,,,300400,2,,,0,0,,0,2,NO,350000,4,4,365373.5
1497,Nam,From 35 to 44 ,,,2,0,,,,,,,1293346,,,,,,,,,,,513900,16,18,18,0,0,,0,0,YES,611111.1111,8,20,446487.8
1498,Female,From 25 to 34 ,,,3,0,,,,,,,761501,,,,,,,,,,,119400,10,,,1,0,,0,1,NO,,3,1,97400
1499,Female,Trên 55 ,,,2,0,,,,,,,412480,,,,,,,,,,,299700,15,,,0,0,,0,0,YES,,6,17,300233.4706
1500,Nam,From 35 to 44 ,,,6,0,,,,,1,,1531392,,,,,,331992,,,,,302500,4,,,5,0,,7,0,NO,500000,6,8,390088.125
1501,Female,From 25 to 34 ,,,14,0,,,,,,,4600018,,,,,,,,,,,120700,2,,,4,0,,4,0,NO,70000,6,4,265246.25
1502,Female,From 25 to 34 ,,,2,0,,,,,,,958059,,,,,,,,,,,100600,10,,,0,0,,1,0,NO,,3,,
1503,Female,From 25 to 34 ,,,51,0,,,2,,4,,11186945,,,,1030102,,1597870,,,,,331500,9,,10,1,0,,13,0,NO,250000,7,1,250000
1504,Female,From 25 to 34 ,,,3,0,,,,,,,541700,,,,,,,,,,,109700,12,,,0,0,,2,0,YES,1750000,7,9,656512.3333
1505,Nam,From 35 to 44 ,,,5,0,,,,,,,2529933,,,,,,,,,,,358250,7,,,0,0,,0,0,NO,,2,,
1506,Nam,Trên 55 ,,,14,0,2,,2,,2,,11506911,,1081311,,1081311,,1081311,,,,,420200,6,,22.5,0,0,,0,0,NO,1500000,4,14,1216428.571
1507,Female,Trên 55 ,,,3,0,,,,,,,958500,,,,,,,,,,,319900,2,,,2,0,,0,0,NO,,3,,
1508,Female,From 35 to 44 ,,,13,0,,,,,2,,4715082,,,,,,981200,,,,,410800,11,,,0,0,,0,0,NO,,5,1,10000
1509,Female,From 25 to 34 ,,,12,0,,,,,,,5147016,,,,,,,,,,,363050,4,,,0,0,,4,3,NO,,4,,
1510,No infor,From 35 to 44 ,,,10,0,,,1,,1,,2824156,,,,673772,,673772,,,,,102000,9,,23,1,0,,5,0,YES,,3,,
1511,No infor,From 25 to 34 ,,,1,0,,,,,,,2619400,,,,,,,,,,,143200,1,,,0,0,,0,18,YES,,6,11,404763.6364
1512,No infor,From 25 to 34 ,,,38,0,,,,,7,,8397964,,,,,,1158932,,,,,137300,2,2,16.5,0,0,,0,0,NO,,6,5,395383.4
1513,Female,No infor,,,1,0,,,,,,,1428473,,,,,,,,,,,378700,7,,,0,0,,0,0,NO,,5,,
1514,No infor,From 35 to 44 ,,,2,0,,,,,,,349165,,,,,,,,,,,261450,6,,,0,0,,0,0,NO,300000,7,1,300000
1515,No infor,From 18 to 24 ,,,6,0,2,,4,,6,,3247275,,1485605,,2229805,,3247275,,,,,303100,6,,16.2,0,0,,0,0,NO,130000,7,13,166892.3077
1516,Nam,From 25 to 34 ,,,1,0,,,,,,,330100,,,,,,,,,,,368000,13,,,0,0,,1,0,NO,310000,3,1,310000
1517,Nam,From 18 to 24 ,,,16,0,1,,2,,4,,2825071,,166200,,280272,,697752,,,,,107900,4,,5.5,0,0,,0,2,NO,100000,5,20,62575.2
1518,Female,From 45 to 54 ,,,1,0,,,,,,,277300,,,,,,,,,,,277400,9,,,0,0,,4,0,NO,161000,6,5,140800
1519,Female,From 45 to 54 ,,,9,0,,,,,,,1697935,,,,,,,,,,,101100,4,,,4,0,,6,0,NO,,5,,
1520,No infor,From 18 to 24 ,,,2,0,,,,,,,835601,,,,,,,,,,,350000,3,,,0,0,,0,0,NO,300000,3,1,300000
1521,Female,From 35 to 44 ,,,1,0,,,,,,,404338,,,,,,,,,,,333670,4,10,10,0,0,,0,0,NO,,3,,
1522,Female,From 25 to 34 ,,,17,0,2,,2,,5,,3723053,,534845,,534845,,1264045,,,,,350300,17,,19,2,0,,1,3,NO,200000,9,18,409194.4444
1523,Female,From 25 to 34 ,,,4,0,,,,,,,1343705,,,,,,,,,,,352200,16,,,0,0,,0,0,NO,,2,,
1524,Female,From 18 to 24 ,,,6,0,,,1,,1,,788300,,,,164800,,164800,,,,,102000,3,,11,0,0,,0,0,NO,30000,5,1,30000
1525,Female,From 35 to 44 ,,,6,0,1,,1,,1,,1454877,,132484,,132484,,132484,,,,,305100,2,,2,1,0,,2,3,NO,1250000,6,21,726865.4286
1526,Female,From 35 to 44 ,,,4,0,,,,,,,1885690,,,,,,,,,,,353700,15,,,2,0,,0,0,NO,380000,6,22,254466.3636
1527,Female,From 18 to 24 ,,,5,0,,,,,,,480386,,,,,,,,,,,104100,3,,,0,0,,0,2,NO,82100,3,2,82100
1528,Female,From 25 to 34 ,,,1,0,,,,,,,363100,,,,,,,,,,,312400,6,,,1,0,,0,2,NO,174648,6,6,153080
1529,Female,From 18 to 24 ,,,11,0,,,,,,,1588220,,,,,,,,,,,306000,4,,,0,0,,0,0,NO,300000,6,6,245883.3333
1530,Nam,From 25 to 34 ,,,23,0,,,,,2,,593500,,,,,,122600,,,,,100600,11,,,2,0,,2,2,NO,100000,8,20,45425
1531,Female,From 35 to 44 ,,,3,0,,,2,,3,,1729038,,,,192029,,1729038,,,,,355600,11,,3,0,0,,0,0,NO,,4,,
1532,Female,From 25 to 34 ,,,3,0,,,,,,,1998170,,,,,,,,,,,276600,9,,,0,0,,2,3,NO,,6,4,741064.25
1533,Female,From 35 to 44 ,,,65,0,1,,4,,5,,26212613,,280313,,2992125,,4507825,,,,,374100,16,,21.2,0,0,,2,0,NO,500000,7,2,263100
1534,Female,Trên 55 ,,,1,0,,,,,1,,240400,,,,,,240400,,,,,115505,11,,,1,0,,0,0,NO,200000,6,20,178071.6
1535,No infor,From 18 to 24 ,,,2,0,,,2,,2,,311000,,,,311000,,311000,,,,,155600,7,,7,0,0,,0,0,NO,,4,,
1536,Nam,From 35 to 44 ,,,39,0,4,,6,,11,,18292014,,1663146,,2765443,,6219956,,,,,316840,18,,4.5,8,0,,0,0,YES,2387500,7,7,2664285.714
1537,No infor,From 25 to 34 ,,,1,0,,,,,,,119600,,,,,,,,,,,304400,8,,,1,0,,0,0,NO,,4,2,116000
1538,Female,From 25 to 34 ,,,1,0,,,,,,,16500,,,,,,,,,,,107950,1,,,0,0,,0,0,NO,,3,,
1539,Female,From 18 to 24 ,,,6,0,,,,,2,,337800,,,,,,102500,,,,,149300,2,,,0,0,,0,0,NO,114000,4,2,114000
1540,Female,From 25 to 34 ,,,13,0,,,,,3,,2187030,,,,,,261200,,,,,382800,12,,,4,0,,0,0,NO,,5,7,153236
1541,No infor,From 35 to 44 ,,,1,0,,,,,,,129000,,,,,,,,,,,347400,1,,,1,0,,0,0,NO,278400,4,2,216707.5
1542,Female,From 35 to 44 ,,,100,0,20,,32,,44,,29975082,,5114190,,9114777,,12447920,,,,,329900,8,11,8.939393939,1,0,,1,0,NO,247826.087,6,40,271684.325
1543,No infor,From 18 to 24 ,,,17,0,,,2,,4,,3799540,,,,326504,,1015204,,,,,324500,21,,7.25,1,0,,0,0,NO,,5,1,310000
1544,Female,From 35 to 44 ,,,5,0,,,,,,,1137005,,,,,,,,,,,336140,9,,,1,0,,0,0,NO,,1,,
1545,Female,From 45 to 54 ,,,33,0,,,,,2,,6836454,,,,,,1643700,,,,,105500,5,,,0,0,,26,0,YES,100000,6,1,100000
1546,Female,From 18 to 24 ,,,13,0,,,1,,3,,1555813,,,,66310,,408332,,,,,102000,6,,3,2,0,,2,0,NO,,6,1,72022
1547,Female,From 25 to 34 ,,,1,0,,,,,,,56060,,,,,,,,,,,377000,3,,,0,0,,1,0,YES,173280,5,3,125520
1548,Female,Trên 55 ,,,1,0,,,,,,,315000,,,,,,,,,,,178550,15,,,1,0,,0,1,NO,925000,5,25,494823.12
1549,No infor,From 18 to 24 ,,,1,0,,,,,,,309970,,,,,,,,,,,311585,6,,,0,0,,2,2,NO,,3,,
1550,Nam,From 35 to 44 ,,,1,0,,,,,,,326786,,,,,,,,,,,275300,21,,,0,0,,0,0,YES,,7,36,480875.3889
1551,Female,From 35 to 44 ,,,20,0,2,,6,,6,,7716895,,770847,,3717047,,3717047,,,,,316600,3,,11.71428571,5,0,,0,0,NO,,6,2,109000
1552,Female,From 25 to 34 ,,,20,0,,,1,,2,,1918918,,,,59300,,176200,,,,,376200,49,,3,5,0,,1,0,NO,200000,5,1,200000
1553,Nam,From 18 to 24 ,,,13,0,,,,,,,1482828,,,,,,,,,,,106800,2,10,10,1,0,,0,8,YES,507333.3333,8,29,969225.8621
1554,Female,From 25 to 34 ,,,2,0,,,1,,1,,406813,,,,204426,,204426,,,,,304900,15,,4,1,0,,1,0,NO,,3,,
1555,Female,From 18 to 24 ,,,17,0,,,,,,,2034563,,,,,,,,,,,125400,13,,,0,0,,6,1,NO,,10,51,261853.0196
1556,Female,From 25 to 34 ,,,74,0,1,,2,,5,,7738826,,366400,,736500,,771500,,,,,100600,13,,19.5,0,0,,2,0,NO,,7,14,82701.28571
1557,Female,From 25 to 34 ,,,5,0,1,,1,,1,,1511173,,286400,,286400,,286400,,,,,304650,14,,4,1,0,,4,0,YES,3610000,7,2,1820534
1558,Nam,From 35 to 44 ,,,1,0,,,1,,1,,102148,,,,102148,,102148,,,,,308700,14,,2,1,0,,1,0,NO,,5,,
1559,Female,From 45 to 54 ,,,3,0,,,,,,,1091246,,,,,,,,,,,177930,2,,,2,0,,0,1,NO,,1,,
1560,Female,From 25 to 34 ,,,35,0,1,,2,,6,,10640053,,45000,,394121,,2684961,,,,,288860,11,9,6.666666667,2,0,,2,0,YES,,5,,
1561,Female,From 35 to 44 ,,,2,0,,,,,,,225900,,,,,,,,,,,106900,12,,,0,0,,3,0,NO,200000,5,14,261549.7143
1562,Nam,From 25 to 34 ,,,2,0,,,,,,,1580960,,,,,,,,,,,302800,5,,,1,0,,0,0,NO,,2,,
1563,Female,From 35 to 44 ,,,7,0,,,,,,,3003060,,,,,,,,,,,302650,12,,,2,0,,1,0,NO,100000,6,4,279067.25
1564,Female,From 18 to 24 ,,,233,0,,,,,13,,8883686,,,,,,597343,,,,,100760,13,,,2,0,,0,0,NO,50000,5,5,53000
1565,Female,From 18 to 24 ,,,1,0,,,,,,,226900,,,,,,,,,,,100915,2,,,0,0,,0,0,NO,,4,2,56915
1566,Female,From 25 to 34 ,,,5,0,,,,,,,1753630,,,,,,,,,,,316000,17,,,0,0,,0,4,NO,250000,6,29,223052.2759
1567,No infor,From 45 to 54 ,,,1,0,,,,,,,533700,,,,,,,,,,,342000,2,,,0,0,,0,1,NO,200000,3,1,200000
1568,Female,From 35 to 44 ,,,21,0,,,,,,,6752398,,,,,,,,,,,357600,11,,,6,0,,0,0,NO,1971428.571,5,31,1661799.839
1569,No infor,From 25 to 34 ,,,13,0,1,,3,,3,,3092316,,718388,,1553424,,1553424,,,,,324840,7,,8,1,0,,1,3,YES,2000000,6,6,1344766.667
1570,Female,From 18 to 24 ,,,1,0,,,,,,,90800,,,,,,,,,,,142400,6,,,0,0,,0,1,NO,120400,5,1,120400
1571,No infor,From 25 to 34 ,,,2,0,2,,2,,2,,254900,,254900,,254900,,254900,,,,,146650,5,,2.5,0,0,,0,0,NO,200000,7,13,176801.7692
1572,Nam,From 35 to 44 ,,,1,0,,,,,,,8800,,,,,,,,,,,303850,17,,,0,0,,8,3,NO,100000,8,15,73872.4
1573,Female,From 25 to 34 ,,,1,0,,,,,,,208123,,,,,,,,,,,329800,4,,,1,0,,0,2,NO,250000,5,5,106700
1574,Nam,From 35 to 44 ,,,13,0,,,,,,,2623676,,,,,,,,,,,285000,11,,,5,0,,4,0,YES,177744.3333,3,5,136441.8
1575,Nam,From 25 to 34 ,,,1,0,,,,,,,263837,,,,,,,,,,,291200,12,,,0,0,,0,4,NO,250000,5,10,108524.7
1576,Female,From 25 to 34 ,,,22,0,,,,,,,3742011,,,,,,,,,,,286305,24,,,3,0,,10,0,NO,230000,7,10,286225.6
1577,No infor,From 25 to 34 ,,,1,0,,,1,,1,,110300,,,,110300,,110300,,,,,93800,14,,3,0,0,,0,0,NO,100000,7,10,220000
1578,Nam,From 18 to 24 ,,,4,0,,,,,1,,1167400,,,,,,260600,,,,,120000,6,,,0,0,,0,3,NO,69000,7,16,1318062.5
1579,No infor,From 18 to 24 ,,,11,0,2,,2,,2,,2715279,,240093,,240093,,240093,,,,,353700,13,,3,0,0,,6,2,NO,300000,3,1,300000
1580,Female,From 35 to 44 ,,,15,0,,,1,,3,,11158731,,,,2144500,,4994500,,,,,277100,8,,19,0,0,,1,0,YES,1333333.333,9,39,1096504.333
1581,Female,From 18 to 24 ,,,6,0,,,,,,,1138928,,,,,,,,,,,109920,7,,,0,0,,0,0,NO,87920,4,1,87920
1582,Nam,From 18 to 24 ,,,1,0,,,,,,,12200,,,,,,,,,,,104400,3,,,0,0,,2,0,NO,,3,,
1583,Female,From 35 to 44 ,,,1,0,,,,,,,637095,,,,,,,,,,,362650,11,,,0,0,,0,0,NO,500000,4,8,316000.125
1584,Female,From 35 to 44 ,,,15,0,,,,,,,12241525,,,,,,,,,,,320160,7,,,0,0,,1,0,YES,350000,4,3,400000
1585,Female,From 35 to 44 ,,,1,0,,,,,,,578200,,,,,,,,,,,358110,33,,,0,0,,0,1,NO,220000,5,1,220000
1586,No infor,From 45 to 54 ,,,5,0,,,,,,,3389026,,,,,,,,,,,125900,2,,,0,0,,1,0,NO,1700000,5,4,1437500
1587,No infor,From 25 to 34 ,,,1,0,,,,,,,103000,,,,,,,,,,,281100,4,,,1,0,,0,1,NO,,3,14,99377.14286
1588,Nam,From 45 to 54 ,,,5,0,5,,5,,5,,622033,,622033,,622033,,622033,,,,,211000,10,,4.6,0,0,,0,0,NO,,4,,
1589,Female,From 35 to 44 ,,,25,0,,,,,,,2529614,,,,,,,,,,,132000,7,,,3,0,,1,0,NO,,4,1,9858
1590,Nam,From 25 to 34 ,,,18,0,3,,6,,12,,5137362,,825828,,2101974,,3333410,,,,,58700,2,,15.22222222,0,0,,7,6,NO,,9,62,111804.5484
1591,Female,From 25 to 34 ,,,3,0,,,,,1,,711178,,,,,,92922,,,,,276400,19,,,0,0,,0,2,NO,415000,9,7,430942.8571
1592,Female,From 25 to 34 ,,,59,0,,,,,4,,12465877,,,,,,1121465,,,,,312850,9,,,3,0,,2,0,NO,263000,4,1,263000
1593,Female,From 25 to 34 ,,,3,0,,,,,,,890193,,,,,,,,,,,97965,4,,,0,0,,0,0,NO,100000,4,1,100000
1594,Nam,From 45 to 54 ,,,17,0,1,,1,,5,,1199000,,19700,,19700,,219600,,,,,346300,3,,2,0,0,,2,3,NO,,6,3,27733.33333
1595,Female,From 45 to 54 ,,,10,0,,,,,1,,3125647,,,,,,85463,,,,,358700,18,,,3,0,,0,1,NO,300000,3,2,160000
1596,No infor,From 25 to 34 ,,,3,0,,,,,,,556950,,,,,,,,,,,300200,15,,,0,0,,1,2,NO,,7,14,52475.5
1597,No infor,From 35 to 44 ,,,2,0,,,,,,,714264,,,,,,,,,,,301000,10,,,1,0,,0,0,NO,,1,,
1598,Female,From 25 to 34 ,,,1,0,,,,,,,1178339,,,,,,,,,,,303900,24,,,0,0,,0,2,NO,229000,4,1,229000
1599,No infor,From 25 to 34 ,,,1,0,,,,,1,,114800,,,,,,114800,,,,,301100,21,15,15,0,0,,30,5,NO,,4,4,334992
1600,Nam,From 45 to 54 ,,,3,0,,,,,,,1473600,,,,,,,,,,,192100,14,15,15,0,0,,0,0,YES,950000,3,8,970250
1601,No infor,From 25 to 34 ,,,2,0,,,,,,,507692,,,,,,,,,,,344200,8,,,0,0,,0,0,NO,155000,5,8,135814.25
1602,Female,From 45 to 54 ,,,2,0,,,,,,,644200,,,,,,,,,,,751200,1,,,1,0,,0,0,NO,300000,3,3,300000
1603,Female,From 45 to 54 ,,,3,0,,,,,,,954750,,,,,,,,,,,204705,5,,,2,0,,0,0,NO,133333.3333,5,5,179000
1604,Female,From 35 to 44 ,,,4,0,,,,,,,272155,,,,,,,,,,,656000,10,10,10,0,0,,2,0,NO,600000,6,7,180578.4286
1605,Female,From 35 to 44 ,,,2,0,,,,,,,1250232,,,,,,,,,,,424800,5,,,0,0,,0,0,NO,,2,,
1606,Nam,From 25 to 34 ,,,4,0,,,,,,,441700,,,,,,,,,,,350800,5,,,2,0,,0,0,NO,262000,3,1,262000
1607,Female,From 25 to 34 ,,,1,0,,,,,,,623740,,,,,,,,,,,401906,7,,,0,0,,0,0,NO,400000,4,1,400000
1608,Female,From 25 to 34 ,,,6,0,,,,,,,921903,,,,,,,,,,,182200,3,,,1,0,,11,7,YES,366666.6667,11,49,348020.2653
1609,Female,From 25 to 34 ,,,4,0,,,,,,,781301,,,,,,,,,,,101000,5,,,1,0,,0,0,NO,,6,9,128928.2222
1610,Nam,From 25 to 34 ,,,2,0,,,,,,,66361,,,,,,,,,,,362900,10,,,0,0,,0,0,NO,,3,,
1611,No infor,From 18 to 24 ,,,6,0,,,,,,,261498,,,,,,,,,,,130450,3,,,0,0,,0,0,NO,104300,5,23,150156.6087
1612,Nam,From 35 to 44 ,,,6,0,,,,,,,2264313,,,,,,,,,,,301100,5,,,0,0,,0,0,YES,1447500,5,3,983889.3333
1613,Nam,From 25 to 34 ,,,4,0,,,,,,,712579,,,,,,,,,,,304000,28,,,0,0,,3,3,NO,,3,,
1614,Female,From 25 to 34 ,,,1,0,,,,,,,462900,,,,,,,,,,,105200,13,,4,0,0,,2,0,NO,119600,7,8,114733.25
1615,Nam,From 35 to 44 ,,,1,0,,,,,,,325600,,,,,,,,,,,304600,14,,,0,0,,1,0,NO,,2,,
1616,Female,From 35 to 44 ,,,11,0,,,,,,,3521814,,,,,,,,,,,124500,5,,,2,0,,6,0,NO,,2,,
1617,Female,From 25 to 34 ,,,1,0,,,,,,,385400,,,,,,,,,,,122700,8,,,1,0,,0,2,NO,200000,3,8,272070.125
1618,Nam,From 25 to 34 ,,,3,0,,,,,,,909150,,,,,,,,,,,338100,23,,,2,0,,5,2,NO,300000,3,2,169950
1619,Female,From 25 to 34 ,,,1,0,,,,,,,215730,,,,,,,,,,,426000,4,,,1,0,,0,2,NO,400000,5,4,161050
1620,Female,From 35 to 44 ,,,48,0,2,,30,,32,,20027029,,1709592,,12241926,,12268626,,,,,275000,27,,7.972222222,2,0,,2,2,NO,230000,8,6,315000
1621,Female,From 25 to 34 ,,,1,0,,,,,,,265678,,,,,,,,,,,109000,1,,,0,0,,4,1,NO,65000,6,34,63933.82353
1622,No infor,From 25 to 34 ,,,30,0,2,,6,,9,,6489983,,318933,,939161,,1948668,,,,,331100,7,,6,0,0,,4,0,NO,130600,8,48,134605.375
1623,Female,No infor,,,14,0,2,,3,,3,,3577647,,889251,,997951,,997951,,,,,364900,3,,14.25,2,0,,0,2,NO,,2,,
1624,Female,From 35 to 44 ,,,25,0,,,,,1,,9843430,,,,,,458182,,,,,355500,23,,,6,0,,3,2,NO,333333.3333,7,8,424548.5
1625,Female,From 35 to 44 ,,,22,0,,,,,,,15395654,,,,,,,,,,,364700,30,,,0,0,,0,0,YES,3750000,4,2,3750000
1626,Female,From 25 to 34 ,,,1,0,,,1,,1,,108000,,,,108000,,108000,,,,,101150,2,,5,1,0,,1,3,NO,,6,1,9000
1627,Female,From 25 to 34 ,,,6,0,,,,,1,,870600,,,,,,146500,,,,,115300,4,,,0,0,,1,1,NO,50000,5,5,103300
1628,Nam,From 18 to 24 ,,,9,0,6,,8,,9,,669210,,123010,,195210,,669210,,,,,105500,2,2,3,0,0,,0,0,NO,111166.6667,5,37,72462.64865
1629,Female,From 45 to 54 ,,,1,0,,,,,,,117326,,,,,,,,,,,101800,7,,,1,0,,0,0,NO,50000,3,1,50000
1630,Nam,From 25 to 34 ,,,1,0,,,,,,,830500,,,,,,,,,,,274100,3,,,0,0,,0,0,YES,,2,,
1631,Female,From 25 to 34 ,,,22,0,2,,2,,3,,9173167,,2703655,,2703655,,3227255,,,,,308000,16,,18,0,0,,5,0,NO,,6,1,201000
1632,Female,From 45 to 54 ,,,5,0,,,,,,,1468819,,,,,,,,,,,341200,4,,,2,0,,2,0,NO,,3,,
1633,No infor,From 25 to 34 ,,,1,0,,,,,,,151600,,,,,,,,,,,313350,23,,,0,0,,0,0,NO,,5,,
1634,Female,From 25 to 34 ,,,2,0,,,,,,,621343,,,,,,,,,,,142900,4,,,1,0,,0,0,NO,,4,2,150000
1635,Female,From 25 to 34 ,,,2,0,,,,,,,737227,,,,,,,,,,,317500,15,,,0,0,,0,0,NO,,3,,
1636,Female,From 25 to 34 ,,,4,0,,,,,,,793297,,,,,,,,,,,160300,9,,,1,0,,5,1,NO,,6,2,924362
1637,Female,From 25 to 34 ,,,123,0,6,,6,,8,,14402261,,1298221,,1298221,,1515880,,,,,110300,4,,9.714285714,3,0,,6,0,NO,187500,6,21,156830
1638,Female,From 25 to 34 ,,,3,0,,,,,2,,243706,,,,,,230706,,,,,301100,8,,,2,0,,0,0,NO,158541,9,11,92178
1639,Female,From 25 to 34 ,,,4,0,,,,,,,2298785,,,,,,,,,,,383100,23,,,0,0,,1,0,NO,320000,6,1,320000
1640,No infor,From 35 to 44 ,,,2,0,,,,,,,232359,,,,,,,,,,,302500,4,,,2,0,,5,0,NO,,4,1,202895
1641,Female,From 45 to 54 ,,,1,0,,,,,,,777900,,,,,,,,,,,338700,7,,,0,0,,0,0,YES,4550000,2,2,4550000
1642,Female,From 25 to 34 ,,,1,0,,,,,,,373247,,,,,,,,,,,194420,5,4,4,0,0,,0,0,NO,350000,7,2,218500
1643,Female,From 35 to 44 ,,,85,0,6,,11,,16,,30797895,,3064348,,4910743,,7269988,,,,,308000,16,6,11.38461538,6,0,,2,0,NO,200000,5,2,154450
1644,Female,From 25 to 34 ,,,9,0,,,1,,2,,2017203,,,,190023,,852573,,,,,493200,19,,12,0,0,,0,0,NO,272888.8889,6,39,225361.359
1645,Nam,From 18 to 24 ,,,3,0,,,,,,,507500,,,,,,,,,,,116500,2,,,2,0,,0,0,NO,375000,4,9,413667.1111
1646,Female,From 25 to 34 ,,,1,0,,,,,,,271300,,,,,,,,,,,154900,16,,,1,0,,0,2,NO,133000,5,2,134350
1647,Female,From 35 to 44 ,,,17,0,6,,7,,12,,5600528,,1372842,,2174807,,3506461,,,,,280000,3,,11.11111111,0,0,,0,0,NO,164166.6667,4,14,230714.2857
1648,No infor,From 25 to 34 ,,,3,0,,,,,,,92100,,,,,,,,,,,100950,32,,,0,0,,0,4,NO,49266.66667,5,22,57567.18182
1649,No infor,From 18 to 24 ,,,6,0,,,,,,,1822058,,,,,,,,,,,308900,16,,,1,0,,0,5,NO,,7,2,179500
1650,No infor,From 18 to 24 ,,,1,0,,,,,1,,36600,,,,,,36600,,,,,157300,16,,,0,0,,1,0,NO,120833.3333,8,27,63522.22222
1651,No infor,From 45 to 54 ,,,3,0,,,,,,,1108763,,,,,,,,,,,275000,12,,,0,0,,0,0,NO,,4,,
1652,Female,From 25 to 34 ,,,3,0,,,,,,,1352009,,,,,,,,,,,350700,27,,,0,0,,0,0,NO,666666.6667,6,38,221650.3947
1653,Female,From 35 to 44 ,,,9,0,,,,,,,3498260,,,,,,,,,,,297600,10,,,1,0,,0,0,NO,100000,4,1,100000
